Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,TVOC_eCO2_ratio,Temperature[C]_25th_percentile,Temperature[C]_50th_percentile,Temperature[C]_75th_percentile,Humidity[%]_25th_percentile,Humidity[%]_50th_percentile,Humidity[%]_75th_percentile,TVOC[ppb]_25th_percentile,TVOC[ppb]_50th_percentile,TVOC[ppb]_75th_percentile,eCO2[ppm]_25th_percentile,eCO2[ppm]_50th_percentile,eCO2[ppm]_75th_percentile
22.057,53.02,20.0,430.0,12554.0,19644.0,939.815,0.1,0.27,0.29,0.307,0.0779999999999999,0.0465116279069767,0,0,0,0,0,1,1,1,1,0,0,1
5.475,55.15,288.0,400.0,13131.0,19919.0,939.685,1.25,1.29,8.57,1.336,0.03,0.72,0,1,1,0,0,0,0,1,1,1,1,1
12.285,47.09,1094.0,421.0,12875.0,19458.0,938.805,2.01,2.09,13.83,2.157,0.049,2.598574821852732,0,1,1,1,1,1,0,0,1,0,0,1
20.781,53.37,1172.0,400.0,12918.0,19430.0,938.712,2.1,2.18,14.47,2.256,0.051,2.93,0,0,1,0,0,0,0,0,1,1,1,1
18.166,52.62,958.0,480.0,12833.0,19488.0,939.033,2.45,2.55,16.86,2.629,0.059,1.9958333333333331,0,0,1,0,0,1,0,1,1,0,0,0
20.276,50.32,1197.0,480.0,12831.0,19426.0,938.915,2.12,2.21,14.61,2.278,0.051,2.49375,0,0,1,0,1,1,0,0,0,0,0,0
58.46,39.165000000000006,2784.5,480.0,12407.0,18490.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
-4.823,57.73,672.0,480.0,12787.0,19574.0,939.159,2.43,2.52,16.7,2.604,0.059,1.4,1,1,1,0,0,0,0,1,1,0,0,0
28.65,41.88,132.0,404.0,12784.0,20583.0,937.4915,1.73,1.8,11.93,1.86,0.042,0.3267326732673267,0,0,0,1,1,1,0,1,1,0,0,1
39.77,39.165000000000006,2784.5,400.0,12957.0,19434.0,937.4915,0.44,0.45,3.01,0.469,0.011,6.96125,0,0,0,1,1,1,0,0,0,1,1,1
26.39,46.5,70.0,456.0,12785.0,20685.0,937.4915,2.31,2.4,15.88,2.477,0.056,0.1535087719298245,0,0,0,1,1,1,1,1,1,0,0,0
17.432,49.95,61.0,400.0,13192.0,20129.0,939.621,1.03,1.07,7.11,1.109,0.025,0.1525,0,0,1,0,1,1,1,1,1,1,1,1
-14.467,47.62,1339.0,400.0,12969.0,19403.0,938.699,1.79,1.86,12.31,1.92,0.043,3.3475,1,1,1,1,1,1,0,0,0,1,1,1
4.097,57.85,304.0,400.0,13124.0,19903.0,939.651,1.39,1.45,9.58,1.494,0.034,0.76,0,1,1,0,0,0,0,1,1,1,1,1
10.38,47.6,174.0,400.0,13146.0,19993.0,939.65,0.74,0.77,5.12,0.798,0.018,0.435,0,1,1,1,1,1,0,1,1,1,1,1
25.85,48.76,182.0,436.0,12765.0,20548.0,937.4915,1.48,1.53,10.17,1.586,0.036,0.4174311926605504,0,0,0,0,1,1,0,1,1,0,0,0
-4.107,56.89,288.0,400.0,13119.0,19972.0,939.401,0.22,0.23,1.49,0.233,0.006,0.72,0,1,1,0,0,0,0,1,1,1,1,1
20.337,54.28,0.0,400.0,13206.0,20131.0,939.604,0.83,0.87,5.74,0.896,0.02,0.0,0,0,1,0,0,0,1,1,1,1,1,1
26.973,50.92,10.0,400.0,13071.0,19956.0,939.764,0.51,0.53,3.49,0.545,0.012,0.025,0,0,0,0,0,1,1,1,1,1,1,1
27.52,42.17,200.0,456.0,12754.0,20510.0,937.4915,1.78,1.85,12.24,1.908,0.043,0.4385964912280701,0,0,0,1,1,1,0,1,1,0,0,0
20.788,49.08,1153.0,400.0,12922.0,19430.0,938.699,1.49,1.55,10.26,1.6,0.036,2.8825,0,0,1,0,1,1,0,0,1,1,1,1
-8.948,49.83,0.0,400.0,13279.0,20260.0,939.659,2.2,2.29,15.15,2.362,0.053,0.0,1,1,1,0,1,1,1,1,1,1,1,1
-8.95,49.9,0.0,400.0,13279.0,20261.0,939.645,2.22,2.31,15.28,2.383,0.054,0.0,1,1,1,0,1,1,1,1,1,1,1,1
16.765,50.11,1088.0,400.0,12911.0,19461.0,938.72,1.58,1.64,10.88,1.697,0.038,2.72,0,0,1,0,1,1,0,0,1,1,1,1
51.28,39.165000000000006,2151.0,400.0,13527.0,20115.0,937.4915,0.98,1.02,6.74,1.051,0.024,5.3775,0,0,0,1,1,1,0,0,0,1,1,1
40.4,39.165000000000006,2784.5,400.0,12975.0,19436.0,937.4915,0.47,0.49,3.22,0.502,0.011,6.96125,0,0,0,1,1,1,0,0,0,1,1,1
19.919,51.65,1216.0,407.0,12908.0,19427.0,938.741,1.71,1.78,11.78,1.837,0.041,2.987714987714988,0,0,1,0,0,1,0,0,0,0,0,1
17.414,51.27,1103.0,411.0,12902.0,19444.0,938.721,1.89,1.96,13.0,2.027,0.046,2.683698296836983,0,0,1,0,0,1,0,0,1,0,0,1
-17.899,49.22,1373.0,401.0,12982.0,19387.0,938.681,1.94,2.02,13.37,2.085,0.047,3.423940149625935,1,1,1,0,1,1,0,0,0,0,0,1
-4.863,61.765,662.0,480.0,12778.0,19592.0,939.163,2.36,2.45,16.25,2.533,0.057,1.3791666666666669,1,1,1,0,0,0,0,1,1,0,0,0
16.765,49.33,1107.0,480.0,12846.0,19446.0,938.914,1.63,1.69,11.21,1.748,0.039,2.30625,0,0,1,0,1,1,0,0,1,0,0,0
27.04,44.49,63.0,400.0,12829.0,20704.0,937.518,2.24,2.33,15.42,2.404,0.054,0.1575,0,0,0,1,1,1,1,1,1,1,1,1
27.117,55.18,22.0,400.0,13031.0,19928.0,939.79,0.32,0.33,2.18,0.34,0.008,0.055,0,0,0,0,0,0,1,1,1,1,1,1
14.701,47.27,1161.0,400.0,12902.0,19452.0,938.801,1.62,1.69,11.17,1.742,0.039,2.9025,0,0,1,1,1,1,0,0,1,1,1,1
-7.526,55.7,191.0,400.0,13158.0,20073.0,939.651,0.75,0.78,5.18,0.808,0.018,0.4775,1,1,1,0,0,0,0,1,1,1,1,1
26.19,47.51,157.0,426.0,12772.0,20563.0,937.4915,1.44,1.5,9.93,1.548,0.035,0.3685446009389671,0,0,0,1,1,1,0,1,1,0,0,1
-2.358,52.96,1297.0,411.0,12992.0,19405.0,938.796,2.15,2.23,14.79,2.306,0.052,3.155717761557177,0,1,1,0,0,1,0,0,0,0,0,1
1.868,47.99,149.0,400.0,13220.0,20072.0,939.65,1.52,1.58,10.47,1.633,0.037,0.3725,0,1,1,0,1,1,0,1,1,1,1,1
16.387,51.26,1208.0,422.0,12896.0,19432.0,938.739,1.33,1.38,9.13,1.424,0.032,2.862559241706161,0,0,1,0,0,1,0,0,0,0,0,1
20.765,47.83,1189.0,400.0,12923.0,19430.0,938.728,1.69,1.75,11.61,1.811,0.041,2.9725,0,0,1,0,1,1,0,0,0,1,1,1
-10.179,51.33,1073.0,400.0,13019.0,19448.0,938.755,1.88,1.95,12.94,2.018,0.046,2.6825,1,1,1,0,0,1,0,0,1,1,1,1
-5.18,61.765,558.0,480.0,12841.0,19701.0,939.224,2.54,2.64,17.5,2.729,0.062,1.1625,1,1,1,0,0,0,0,1,1,0,0,0
-4.521,56.53,320.0,400.0,13103.0,19936.0,939.394,0.4,0.41,2.73,0.425,0.01,0.8,1,1,1,0,0,0,0,1,1,1,1,1
26.994,50.06,4.0,400.0,13002.0,19920.0,939.77,0.14,0.14,0.95,0.148,0.006,0.01,0,0,0,0,1,1,1,1,1,1,1,1
7.607,57.26,235.0,400.0,13172.0,19983.0,939.679,2.47,2.57,16.99,2.65,0.06,0.5875,0,1,1,0,0,0,0,1,1,1,1,1
12.413,48.41,1115.0,434.0,12874.0,19455.0,938.825,1.73,1.79,11.89,1.854,0.042,2.569124423963133,0,1,1,0,1,1,0,0,1,0,0,0
14.753,47.05,1155.0,463.0,12859.0,19448.0,938.878,2.03,2.11,14.0,2.183,0.049,2.4946004319654427,0,0,1,1,1,1,0,0,1,0,0,0
1.351,52.44,1354.0,417.0,12949.0,19390.0,938.686,1.82,1.89,12.52,1.952,0.044,3.2470023980815346,0,1,1,0,0,1,0,0,0,0,0,1
5.807,58.72,317.0,400.0,13117.0,19899.0,939.709,1.13,1.17,7.76,1.21,0.027,0.7925,0,1,1,0,0,0,0,1,1,1,1,1
20.843,51.08,1109.0,480.0,12831.0,19448.0,938.913,1.94,2.01,13.34,2.08,0.047,2.310416666666667,0,0,1,0,0,1,0,0,1,0,0,0
-5.589,52.47,69.0,400.0,13243.0,20156.0,939.662,2.34,2.43,16.12,2.514,0.057,0.1725,1,1,1,0,0,1,1,1,1,1,1,1
27.59,42.32,215.0,445.0,12760.0,20511.0,937.4915,1.88,1.96,12.95,2.02,0.046,0.4831460674157303,0,0,0,1,1,1,0,1,1,0,0,0
27.074,49.89,11.0,400.0,13018.0,19929.0,939.745,0.3,0.31,2.07,0.322,0.007,0.0275,0,0,0,0,1,1,1,1,1,1,1,1
-7.497,48.16,46.0,400.0,13246.0,20171.0,939.667,2.37,2.46,16.29,2.541,0.057,0.115,1,1,1,0,1,1,1,1,1,1,1,1
12.289,53.42,1138.0,400.0,12882.0,19448.0,938.769,1.87,1.94,12.87,2.007,0.045,2.845,0,1,1,0,0,0,0,0,1,1,1,1
14.598,53.52,1053.0,437.0,12877.0,19456.0,938.86,2.03,2.1,13.94,2.174,0.049,2.4096109839816933,0,0,1,0,0,0,0,0,1,0,0,0
0.52,47.34,1392.0,422.0,12943.0,19385.0,938.687,2.02,2.1,13.89,2.166,0.049,3.298578199052133,0,1,1,1,1,1,0,0,0,0,0,1
-4.036,52.72,741.0,480.0,12682.0,19543.0,939.136,2.68,2.79,18.46,2.879,0.065,1.54375,0,1,1,0,0,1,0,1,1,0,0,0
-4.301,52.85,260.0,400.0,13130.0,20009.0,939.511,0.53,0.55,3.67,0.573,0.013,0.65,1,1,1,0,0,1,0,1,1,1,1,1
-4.881,50.17,238.0,400.0,13136.0,20028.0,939.526,0.51,0.53,3.52,0.549,0.012,0.595,1,1,1,0,1,1,0,1,1,1,1,1
20.489,50.3,1306.0,431.0,12905.0,19404.0,938.701,1.71,1.78,11.77,1.835,0.041,3.03016241299304,0,0,1,0,1,1,0,0,0,0,0,1
-9.272,49.29,13.0,400.0,13262.0,20242.0,939.726,2.56,2.66,17.59,2.743,0.062,0.0325,1,1,1,0,1,1,1,1,1,1,1,1
18.734,52.03,1182.0,480.0,12848.0,19439.0,938.895,2.07,2.15,14.21,2.217,0.05,2.4625,0,0,1,0,0,1,0,0,1,0,0,0
28.77,41.47,90.0,400.0,12788.0,20633.0,937.4915,1.97,2.04,13.53,2.11,0.048,0.225,0,0,0,1,1,1,1,1,1,1,1,1
20.908,52.27,10.0,411.0,12534.0,19635.0,939.76,0.16,0.59,0.05,0.678,0.0779999999999999,0.024330900243309,0,0,1,0,0,1,1,1,1,0,0,1
-14.755,53.72,1371.0,406.0,12963.0,19386.0,938.722,1.81,1.88,12.45,1.941,0.044,3.376847290640394,1,1,1,0,0,0,0,0,0,0,0,1
17.344,54.01,1178.0,401.0,12928.0,19434.0,938.736,1.48,1.54,10.22,1.593,0.036,2.9376558603491274,0,0,1,0,0,0,0,0,1,0,0,1
9.206,60.13,0.0,400.0,13427.0,20436.0,939.665,2.38,2.47,16.36,2.551,0.058,0.0,0,1,1,0,0,0,1,1,1,1,1,1
26.32,46.29,81.0,400.0,12787.0,20646.0,937.4915,2.13,2.21,14.66,2.286,0.052,0.2025,0,0,0,1,1,1,1,1,1,1,1,1
-9.265,53.84,34.0,400.0,13253.0,20227.0,939.73,2.41,2.5,16.58,2.586,0.058,0.085,1,1,1,0,0,0,1,1,1,1,1,1
13.038,52.21,145.0,400.0,13154.0,20024.0,939.644,0.97,1.01,6.66,1.039,0.023,0.3625,0,1,1,0,0,1,0,1,1,1,1,1
24.41,55.32,40.0,400.0,13124.0,20012.0,939.617,0.75,0.78,5.18,0.808,0.018,0.1,0,0,0,0,0,0,1,1,1,1,1,1
13.98,47.15,1120.0,456.0,12865.0,19448.0,938.841,1.77,1.84,12.17,1.898,0.043,2.456140350877193,0,0,1,1,1,1,0,0,1,0,0,0
19.76,47.46,1210.0,401.0,12926.0,19429.0,938.699,1.65,1.72,11.39,1.776,0.04,3.0174563591022445,0,0,1,1,1,1,0,0,0,0,0,1
-4.329,55.87,273.0,400.0,13115.0,19994.0,939.504,0.49,0.51,3.39,0.529,0.012,0.6825,1,1,1,0,0,0,0,1,1,1,1,1
12.013,49.52,1182.0,432.0,12871.0,19438.0,938.785,1.75,1.81,12.02,1.874,0.042,2.736111111111111,0,1,1,0,1,1,0,0,1,0,0,1
48.38,39.165000000000006,696.0,400.0,13527.0,20491.0,937.4915,0.63,0.65,4.31,0.673,0.015,1.74,0,0,0,1,1,1,0,1,1,1,1,1
15.749,53.33,1097.0,460.0,12863.0,19454.0,938.919,1.94,2.02,13.36,2.084,0.047,2.384782608695652,0,0,1,0,0,0,0,0,1,0,0,0
14.84,48.92,1065.0,449.0,12871.0,19454.0,938.893,1.74,1.8,11.95,1.864,0.042,2.3719376391982183,0,0,1,0,1,1,0,0,1,0,0,0
1.222,55.53,923.0,480.0,12782.0,19505.0,939.096,2.37,2.46,16.28,2.539,0.057,1.9229166666666664,0,1,1,0,0,0,0,1,1,0,0,0
29.14,40.71,74.0,400.0,12789.0,20677.0,937.532,1.99,2.07,13.69,2.134,0.048,0.185,0,0,0,1,1,1,1,1,1,1,1,1
-4.49,55.4,711.0,480.0,12764.0,19553.0,939.159,2.95,3.06,20.28,3.162,0.071,1.48125,1,1,1,0,0,0,0,1,1,0,0,0
28.31,44.3,71.0,400.0,12793.0,20672.0,937.54,2.24,2.32,15.39,2.401,0.054,0.1775,0,0,0,1,1,1,1,1,1,1,1,1
46.26,39.165000000000006,562.0,400.0,13527.0,20635.0,937.4915,0.72,0.74,4.92,0.768,0.017,1.405,0,0,0,1,1,1,0,1,1,1,1,1
3.221,50.8,291.0,400.0,13147.0,19928.0,939.668,1.4,1.46,9.67,1.507,0.034,0.7275,0,1,1,0,0,1,0,1,1,1,1,1
11.83,51.19,44.0,400.0,12615.0,19674.0,939.827,0.09,0.16,0.49,0.175,0.062,0.11,0,1,1,0,0,1,1,1,1,1,1,1
28.28,43.8,115.0,400.0,12786.0,20622.0,937.507,1.86,1.93,12.78,1.994,0.045,0.2875,0,0,0,1,1,1,1,1,1,1,1,1
11.997,52.89,1189.0,420.0,12874.0,19436.0,938.818,1.97,2.05,13.57,2.117,0.048,2.830952380952381,0,1,1,0,0,1,0,0,0,0,0,1
26.35,46.52,71.0,400.0,12786.0,20682.0,937.546,2.08,2.16,14.31,2.232,0.05,0.1775,0,0,0,1,1,1,1,1,1,1,1,1
-8.485,54.56,151.0,400.0,13186.0,20126.0,939.645,1.35,1.4,9.26,1.444,0.033,0.3775,1,1,1,0,0,0,0,1,1,1,1,1
18.583,51.75,967.0,480.0,12835.0,19490.0,939.026,2.16,2.25,14.89,2.322,0.052,2.0145833333333334,0,0,1,0,0,1,0,1,1,0,0,0
26.14,55.14,33.0,400.0,13089.0,19976.0,939.712,0.53,0.55,3.66,0.571,0.013,0.0825,0,0,0,0,0,0,1,1,1,1,1,1
19.874,53.99,1184.0,400.0,12936.0,19440.0,938.695,2.0,2.08,13.79,2.151,0.049,2.96,0,0,1,0,0,0,0,0,1,1,1,1
7.355,46.63,1094.0,400.0,12995.0,19454.0,938.692,2.56,2.66,17.59,2.744,0.062,2.735,0,1,1,1,1,1,0,0,1,1,1,1
24.269,48.82,41.0,400.0,13129.0,20014.0,939.623,0.71,0.74,4.88,0.761,0.017,0.1025,0,0,0,0,1,1,1,1,1,1,1,1
-9.936,48.12,1212.0,400.0,13009.0,19431.0,938.765,1.85,1.92,12.75,1.988,0.045,3.03,1,1,1,0,1,1,0,0,0,1,1,1
6.517,47.29,1230.0,400.0,12968.0,19422.0,938.704,1.91,1.98,13.12,2.045,0.046,3.075,0,1,1,1,1,1,0,0,0,1,1,1
19.13,52.18,1208.0,414.0,12903.0,19428.0,938.706,1.76,1.83,12.11,1.888,0.043,2.917874396135266,0,0,1,0,0,1,0,0,0,0,0,1
19.89,53.84,1226.0,411.0,12917.0,19417.0,938.682,1.75,1.82,12.07,1.881,0.042,2.982968369829684,0,0,1,0,0,0,0,0,0,0,0,1
4.924,58.98,319.0,400.0,13109.0,19889.0,939.705,1.45,1.5,9.95,1.552,0.035,0.7975,0,1,1,0,0,0,0,1,1,1,1,1
26.998,50.16,43.0,400.0,12978.0,19888.0,939.748,0.15,0.15,1.02,0.159,0.006,0.1075,0,0,0,0,1,1,1,1,1,1,1,1
12.974,48.24,1051.0,422.0,12876.0,19463.0,938.813,1.97,2.04,13.53,2.11,0.048,2.490521327014218,0,1,1,0,1,1,0,0,1,0,0,1
17.756,49.68,1053.0,480.0,12832.0,19471.0,939.035,1.85,1.92,12.73,1.986,0.045,2.19375,0,0,1,0,1,1,0,0,1,0,0,0
15.973,46.97,1187.0,480.0,12801.0,19439.0,939.036,2.27,2.36,15.64,2.439,0.055,2.472916666666667,0,0,1,1,1,1,0,0,1,0,0,0
28.84,42.11,168.0,424.0,12776.0,20556.0,937.4915,1.59,1.65,10.96,1.709,0.039,0.3962264150943396,0,0,0,1,1,1,0,1,1,0,0,1
12.256,52.93,1174.0,444.0,12866.0,19439.0,938.834,1.91,1.98,13.12,2.046,0.046,2.644144144144144,0,1,1,0,0,1,0,0,1,0,0,0
-17.722,47.96,1366.0,405.0,12979.0,19381.0,938.717,2.21,2.3,15.24,2.377,0.054,3.37283950617284,1,1,1,0,1,1,0,0,0,0,0,1
13.572,48.53,1092.0,449.0,12869.0,19450.0,938.796,2.0,2.08,13.75,2.144,0.048,2.4320712694877504,0,0,1,0,1,1,0,0,1,0,0,0
19.737,46.95,1050.0,480.0,12835.0,19468.0,938.993,2.16,2.25,14.88,2.321,0.052,2.1875,0,0,1,1,1,1,0,0,1,0,0,0
-5.827,48.72,32.0,400.0,13274.0,20182.0,939.65,2.07,2.15,14.24,2.22,0.05,0.08,1,1,1,0,1,1,1,1,1,1,1,1
-4.148,50.15,303.0,400.0,13120.0,19964.0,939.413,0.21,0.22,1.44,0.224,0.006,0.7575,0,1,1,0,1,1,0,1,1,1,1,1
25.896,54.29,9.0,400.0,13106.0,20003.0,939.675,0.47,0.49,3.25,0.507,0.011,0.0225,0,0,0,0,0,0,1,1,1,1,1,1
28.66,42.33,209.0,451.0,12765.0,20511.0,937.4915,1.81,1.88,12.46,1.943,0.044,0.4634146341463415,0,0,0,1,1,1,0,1,1,0,0,0
27.6,41.12,0.0,400.0,13292.0,21010.0,937.4915,1.87,1.94,12.87,2.006,0.045,0.0,0,0,0,1,1,1,1,1,1,1,1,1
12.67,56.85,0.0,400.0,12631.0,19709.0,939.808,0.06,0.11,0.29,0.127,0.051,0.0,0,1,1,0,0,0,1,1,1,1,1,1
15.441,53.48,1073.0,446.0,12867.0,19461.0,938.906,2.08,2.16,14.29,2.228,0.05,2.405829596412556,0,0,1,0,0,0,0,0,1,0,0,0
11.8,53.68,14.0,400.0,12723.0,19740.0,939.834,0.11,0.14,0.72,0.147,0.024,0.035,0,1,1,0,0,0,1,1,1,1,1,1
8.526,47.7,1057.0,480.0,12805.0,19475.0,939.066,1.88,1.95,12.93,2.016,0.046,2.2020833333333334,0,1,1,0,1,1,0,0,1,0,0,0
47.11,39.165000000000006,2784.5,480.0,12407.0,18490.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
-3.759,55.19,831.0,480.0,12642.0,19525.0,939.146,2.22,2.31,15.3,2.386,0.054,1.73125,0,1,1,0,0,0,0,1,1,0,0,0
-9.061,48.26,1321.0,403.0,12965.0,19390.0,938.712,2.18,2.26,14.98,2.336,0.053,3.2779156327543424,1,1,1,0,1,1,0,0,0,0,0,1
-4.118,49.94,301.0,400.0,13111.0,19963.0,939.422,0.4,0.41,2.73,0.425,0.01,0.7525,0,1,1,0,1,1,0,1,1,1,1,1
27.12,39.78,0.0,400.0,13419.0,21010.0,937.4915,1.7,1.76,11.69,1.823,0.041,0.0,0,0,0,1,1,1,1,1,1,1,1,1
28.73,41.69,118.0,400.0,12792.0,20603.0,937.4915,2.05,2.13,14.11,2.2,0.05,0.295,0,0,0,1,1,1,1,1,1,1,1,1
10.193,47.41,1074.0,400.0,12983.0,19456.0,938.738,2.0,2.08,13.78,2.148,0.049,2.685,0,1,1,1,1,1,0,0,1,1,1,1
28.88,41.22,74.0,400.0,12794.0,20650.0,937.4915,1.73,1.8,11.93,1.861,0.042,0.185,0,0,0,1,1,1,1,1,1,1,1,1
15.707,53.41,1212.0,410.0,12888.0,19419.0,938.742,1.83,1.9,12.59,1.963,0.044,2.9560975609756097,0,0,1,0,0,0,0,0,0,0,0,1
12.009,47.52,1155.0,413.0,12878.0,19434.0,938.805,1.52,1.58,10.44,1.629,0.037,2.796610169491525,0,1,1,1,1,1,0,0,1,0,0,1
-4.6,56.9,318.0,400.0,13096.0,19933.0,939.366,0.23,0.23,1.55,0.242,0.006,0.795,1,1,1,0,0,0,0,1,1,1,1,1
45.55,39.165000000000006,264.0,400.0,13493.0,20894.0,937.4915,1.52,1.58,10.49,1.636,0.037,0.66,0,0,0,1,1,1,0,1,1,1,1,1
41.56,39.165000000000006,2588.0,400.0,13397.0,20005.0,937.4915,0.73,0.75,5.0,0.779,0.018,6.47,0,0,0,1,1,1,0,0,0,1,1,1
26.25,46.36,125.0,401.0,12779.0,20592.0,937.4915,1.79,1.86,12.34,1.924,0.043,0.3117206982543641,0,0,0,1,1,1,0,1,1,0,0,1
-16.975,48.59,1360.0,406.0,12981.0,19386.0,938.687,1.76,1.83,12.11,1.888,0.043,3.3497536945812807,1,1,1,0,1,1,0,0,0,0,0,1
-3.865,52.95,698.0,480.0,12680.0,19560.0,939.159,2.59,2.7,17.86,2.785,0.063,1.4541666666666666,0,1,1,0,0,1,0,1,1,0,0,0
-4.357,47.65,1337.0,404.0,12956.0,19396.0,938.717,1.82,1.89,12.49,1.948,0.044,3.3094059405940595,1,1,1,0,1,1,0,0,0,0,0,1
-20.987,51.16,1375.0,411.0,12966.0,19386.0,938.735,1.73,1.79,11.89,1.854,0.042,3.345498783454988,1,1,1,0,0,1,0,0,0,0,0,1
12.095,54.47,1344.0,434.0,12983.0,19380.0,938.829,1.85,1.93,12.77,1.991,0.045,3.096774193548387,0,1,1,0,0,0,0,0,0,0,0,0
-5.081,51.96,342.0,400.0,13077.0,19916.0,939.293,0.26,0.27,1.79,0.279,0.006,0.855,1,1,1,0,0,1,0,1,1,1,1,1
-7.978,54.99,43.0,400.0,13238.0,20175.0,939.676,2.25,2.34,15.5,2.417,0.055,0.1075,1,1,1,0,0,0,1,1,1,1,1,1
19.955,52.29,1243.0,411.0,12919.0,19429.0,938.699,1.54,1.6,10.57,1.648,0.037,3.024330900243309,0,0,1,0,0,1,0,0,0,0,0,1
-4.767,51.33,327.0,400.0,13103.0,19939.0,939.343,0.2,0.21,1.37,0.213,0.006,0.8175,1,1,1,0,0,1,0,1,1,1,1,1
12.451,49.96,1310.0,414.0,12992.0,19396.0,938.854,1.79,1.86,12.31,1.92,0.043,3.1642512077294684,0,1,1,0,1,1,0,0,0,0,0,1
19.477,51.82,1113.0,480.0,12848.0,19456.0,938.87,1.79,1.86,12.29,1.917,0.043,2.31875,0,0,1,0,0,1,0,0,1,0,0,0
-10.714,51.63,1316.0,400.0,12968.0,19397.0,938.717,1.45,1.5,9.97,1.554,0.035,3.29,1,1,1,0,0,1,0,0,0,1,1,1
-4.76,52.7,325.0,400.0,13108.0,19941.0,939.347,0.23,0.24,1.58,0.246,0.006,0.8125,1,1,1,0,0,1,0,1,1,1,1,1
-8.031,49.17,148.0,400.0,13177.0,20112.0,939.66,0.82,0.85,5.62,0.877,0.02,0.37,1,1,1,0,1,1,0,1,1,1,1,1
-9.126,49.18,4.0,400.0,13254.0,20213.0,939.703,2.33,2.42,16.04,2.501,0.056,0.01,1,1,1,0,1,1,1,1,1,1,1,1
14.863,51.77,1086.0,447.0,12872.0,19458.0,938.89,1.82,1.89,12.55,1.956,0.044,2.4295302013422817,0,0,1,0,0,1,0,0,1,0,0,0
-3.113,56.28,799.0,480.0,12761.0,19535.0,939.13,2.48,2.58,17.07,2.662,0.06,1.6645833333333333,0,1,1,0,0,0,0,1,1,0,0,0
26.54,54.19,9.0,400.0,12916.0,19859.0,939.773,0.26,0.27,1.77,0.275,0.006,0.0225,0,0,0,0,0,0,1,1,1,1,1,1
27.04,44.68,39.0,433.0,12842.0,20744.0,937.575,1.88,1.95,12.92,2.015,0.046,0.0900692840646651,0,0,0,1,1,1,1,1,1,0,0,0
29.94,39.165000000000006,13.0,428.0,12863.0,20777.0,937.581,1.85,1.92,12.71,1.982,0.045,0.0303738317757009,0,0,0,1,1,1,1,1,1,0,0,1
2.077,48.75,919.0,480.0,12792.0,19503.0,939.065,2.12,2.2,14.58,2.274,0.051,1.9145833333333333,0,1,1,0,1,1,0,1,1,0,0,0
-9.591,47.28,1172.0,400.0,13020.0,19429.0,938.782,2.26,2.34,15.53,2.422,0.055,2.93,1,1,1,1,1,1,0,0,1,1,1,1
-4.172,56.59,277.0,400.0,13119.0,19983.0,939.484,0.5,0.52,3.42,0.534,0.012,0.6925,0,1,1,0,0,0,0,1,1,1,1,1
49.03,39.165000000000006,1256.0,400.0,13527.0,20347.0,937.4915,0.81,0.84,5.54,0.865,0.02,3.14,0,0,0,1,1,1,0,0,0,1,1,1
28.52,61.765,2406.0,400.0,13351.0,20011.0,937.4915,0.64,0.67,4.43,0.691,0.016,6.015,0,0,0,0,0,0,0,0,0,1,1,1
27.119,53.83,13.0,400.0,13019.0,19927.0,939.751,0.3,0.32,2.09,0.326,0.007,0.0325,0,0,0,0,0,0,1,1,1,1,1,1
-8.709,50.09,103.0,400.0,13207.0,20163.0,939.679,2.1,2.18,14.42,2.249,0.051,0.2575,1,1,1,0,1,1,1,1,1,1,1,1
14.527,51.9,1166.0,420.0,12886.0,19431.0,938.803,1.79,1.86,12.35,1.926,0.043,2.776190476190476,0,0,1,0,0,1,0,0,1,0,0,1
18.318,48.45,1138.0,400.0,12912.0,19448.0,938.719,1.56,1.62,10.74,1.675,0.038,2.845,0,0,1,0,1,1,0,0,1,1,1,1
53.16,39.165000000000006,2784.5,480.0,12407.0,18490.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
12.009,51.38,1191.0,429.0,12874.0,19435.0,938.798,2.12,2.2,14.6,2.276,0.051,2.7762237762237763,0,1,1,0,0,1,0,0,0,0,0,1
-5.728,54.11,51.0,400.0,13257.0,20167.0,939.681,2.03,2.11,14.0,2.184,0.049,0.1275,1,1,1,0,0,0,1,1,1,1,1,1
29.39,40.24,47.0,400.0,12839.0,20713.0,937.503,2.12,2.2,14.61,2.278,0.051,0.1175,0,0,0,1,1,1,1,1,1,1,1,1
29.61,39.57,48.0,424.0,12850.0,20742.0,937.576,2.44,2.53,16.77,2.615,0.059,0.1132075471698113,0,0,0,1,1,1,1,1,1,0,0,1
20.776,54.0,1164.0,400.0,12930.0,19438.0,938.692,2.0,2.08,13.78,2.148,0.049,2.91,0,0,1,0,0,0,0,0,1,1,1,1
-15.282,48.3,1475.0,444.0,12943.0,19369.0,938.698,2.19,2.28,15.11,2.356,0.053,3.322072072072072,1,1,1,0,1,1,0,0,0,0,0,0
